Mark_info;Model_info;Year;Region;Vin_resolution;Mileage;Owners_number;Body_type;PTS;Color_hex;Salon;Count_doors;Auto_class;Trunk_volume_min;Price_rub
LADA (ВАЗ);XRAY;2016;Нижний Новгород;True;103000;1;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;361;405000
LADA (ВАЗ);2113;2007;Нижний Новгород;True;229004;3;HATCHBACK_3_DOORS;False;0000CC;False;3;B;330;80000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;VAN;True;FAFBFB;True;5;C;2540;611900
LADA (ВАЗ);2110;2004;Нижний Новгород;True;206000;2;SEDAN;True;C49648;False;4;B;450;63000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;B;480;1006900
LADA (ВАЗ);2115;2010;Дзержинск;True;140000;2;SEDAN;True;040001;False;4;B;445;95000
LADA (ВАЗ);Kalina;2013;Заволжье;True;59993;3;HATCHBACK_5_DOORS;True;040001;False;5;B;235;230000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;520;556500
LADA (ВАЗ);2114;2012;Дзержинск;True;166000;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;135000
LADA (ВАЗ);2115;2011;Богородск;True;123000;3;SEDAN;True;CACECB;False;4;B;445;117000
LADA (ВАЗ);2112;2007;Нижний Новгород;True;135000;3;HATCHBACK_5_DOORS;True;040001;False;5;B;399;100000
LADA (ВАЗ);Priora;2011;Нижний Новгород;True;85000;1;SEDAN;True;97948F;False;4;B;430;220000
LADA (ВАЗ);2109;2001;Урень;True;160000;3;HATCHBACK_5_DOORS;True;22A0F8;False;5;B;270;40000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;CACECB;True;5;B;360;596500
LADA (ВАЗ);2107;2006;Дзержинск;True;86500;3;SEDAN;True;660099;False;4;B;379;47000
LADA (ВАЗ);2104;1997;Дзержинск;True;200000;3;WAGON_5_DOORS;False;EE1D19;False;5;B;345;43000
LADA (ВАЗ);Priora;2013;Арзамас;True;190000;2;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;360;230000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;200204;True;4;B;520;571500
LADA (ВАЗ);2114;2011;Нижний Новгород;True;130000;3;HATCHBACK_5_DOORS;False;660099;False;5;B;330;99000
LADA (ВАЗ);Priora;2010;Ардатов;True;100000;3;SEDAN;False;97948F;False;4;B;430;150000
LADA (ВАЗ);2121 (4x4);2019;Нижний Новгород;NaN;0;NaN;ALLROAD_3_DOORS;True;200204;True;3;J;265;572900
LADA (ВАЗ);2113;2005;Бор;True;215000;3;HATCHBACK_3_DOORS;False;0000CC;False;3;B;330;80000
LADA (ВАЗ);2121 (4x4);2003;Нижний Новгород;True;200000;3;ALLROAD_3_DOORS;True;FAFBFB;False;3;J;265;80000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;CACECB;True;5;B;480;894900
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;117000;2;SEDAN;True;040001;False;4;B;480;170000
LADA (ВАЗ);2110;2005;Нижний Новгород;True;286000;3;SEDAN;False;0000CC;False;4;B;450;78000
LADA (ВАЗ);2112;2006;Дзержинск;True;189000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;399;100000
LADA (ВАЗ);1111 Ока;2000;Нижний Новгород;True;88000;2;HATCHBACK_3_DOORS;True;007F00;False;3;A;210;70000
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;62000;2;SEDAN;True;22A0F8;False;4;B;480;290000
LADA (ВАЗ);2115;2008;Нижний Новгород;True;170000;3;SEDAN;True;200204;False;4;B;445;99000
LADA (ВАЗ);Granta;2019;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;CACECB;True;5;B;435;611800
LADA (ВАЗ);2112;2006;Шадрино;True;300000;3;HATCHBACK_5_DOORS;False;040001;False;5;B;399;85000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;007F00;True;5;C;135;757900
LADA (ВАЗ);2112;2006;Шадрино;True;300000;3;HATCHBACK_5_DOORS;False;040001;False;5;B;399;85000
LADA (ВАЗ);2112;2001;Нижний Новгород;True;146000;3;HATCHBACK_5_DOORS;False;CACECB;False;5;B;399;65000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;0000CC;True;4;B;480;693900
LADA (ВАЗ);2110;2001;Нижний Новгород;True;180000;3;SEDAN;False;CACECB;False;4;B;450;90000
LADA (ВАЗ);2104;1997;Нижний Новгород;True;21351;3;WAGON_5_DOORS;True;EE1D19;False;5;B;345;75000
LADA (ВАЗ);2104;2001;Выкса;True;143692;3;WAGON_5_DOORS;True;007F00;False;5;B;345;43000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;200204;True;5;B;480;863900
LADA (ВАЗ);2121 (4x4);2013;Шахунья;True;83000;1;ALLROAD_3_DOORS;True;EE1D19;False;3;J;265;290000
LADA (ВАЗ);Largus;2013;Кстово;True;39000;1;WAGON_5_DOORS;True;97948F;False;5;C;135;500000
LADA (ВАЗ);2106;1985;Нижний Новгород;True;94500;3;SEDAN;False;FFD600;False;4;B;345;30000
LADA (ВАЗ);2115;2008;Нижний Новгород;True;128000;3;SEDAN;True;040001;False;4;B;445;111000
LADA (ВАЗ);21099;2002;Урень;True;113000;3;SEDAN;True;007F00;False;4;B;400;47000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;CACECB;True;5;B;435;550500
LADA (ВАЗ);Kalina;2012;Перевоз;True;48000;2;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;235;245000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;0000CC;True;5;B;480;936900
LADA (ВАЗ);2112;2001;Богородск;True;124000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;399;46000
LADA (ВАЗ);2115;2004;Нижний Новгород;True;83000;3;SEDAN;True;040001;False;4;B;445;25000
LADA (ВАЗ);2107;2006;Сокольское;True;41000;2;SEDAN;True;EE1D19;False;4;B;379;55000
LADA (ВАЗ);Granta;2015;Нижний Новгород;True;53000;1;SEDAN;True;CACECB;False;4;B;480;282000
LADA (ВАЗ);Granta;2012;Городец;True;105370;2;SEDAN;True;0000CC;False;4;B;480;205000
LADA (ВАЗ);2115;2009;Нижний Новгород;True;230000;1;SEDAN;True;040001;False;4;B;445;93000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;CACECB;True;5;B;435;612500
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;200204;True;5;B;361;708900
LADA (ВАЗ);2110;2006;Нижний Новгород;True;146000;3;SEDAN;True;CACECB;False;4;B;450;50000
LADA (ВАЗ);2110;2001;Нижний Новгород;True;225000;3;SEDAN;True;007F00;False;4;B;450;55000
LADA (ВАЗ);2104;2004;Бор;True;100000;3;WAGON_5_DOORS;True;4A2197;False;5;B;345;42000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;0000CC;True;4;B;520;508500
LADA (ВАЗ);Granta;2016;Нижний Новгород;True;45000;2;LIFTBACK;True;200204;False;5;B;440;340000
LADA (ВАЗ);Kalina;2009;Нижний Новгород;True;176000;3;SEDAN;True;CACECB;False;4;B;400;140000
LADA (ВАЗ);Granta;2013;Нижний Новгород;True;102000;3;SEDAN;True;FAFBFB;False;4;B;480;190000
LADA (ВАЗ);2107;2003;Кулебаки;True;79085;3;SEDAN;True;EE1D19;False;4;B;379;50000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;0000CC;True;5;C;135;822900
LADA (ВАЗ);2121 (4x4);2011;Нижний Новгород;True;95000;1;ALLROAD_3_DOORS;True;007F00;False;3;J;265;215000
LADA (ВАЗ);XRAY;2016;Нижний Новгород;True;25000;1;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;361;535000
LADA (ВАЗ);2121 (4x4);2012;Кстово;True;90000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;250000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;480;759900
LADA (ВАЗ);2131 (4x4);2010;Дзержинск;True;125000;3;ALLROAD_5_DOORS;True;97948F;False;5;J;NaN;180000
LADA (ВАЗ);2115;2004;Нижний Новгород;True;180000;3;SEDAN;True;CACECB;False;4;B;445;75000
LADA (ВАЗ);1111 Ока;2002;Богородск;True;95450;3;HATCHBACK_3_DOORS;True;EE1D19;False;3;A;210;60000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;C;135;683900
LADA (ВАЗ);Kalina;2014;Саров;True;99000;3;HATCHBACK_5_DOORS;False;22A0F8;False;5;B;240;260000
LADA (ВАЗ);2107;1998;Заволжье;True;186000;3;SEDAN;True;007F00;False;4;B;379;33000
LADA (ВАЗ);Priora;2007;Нижний Новгород;True;212000;3;SEDAN;True;CACECB;False;4;B;430;115000
LADA (ВАЗ);2121 (4x4);1996;Ковернино;True;140000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;110000
LADA (ВАЗ);Kalina;2014;Арзамас;True;70000;3;HATCHBACK_5_DOORS;True;0000CC;False;5;B;240;270000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;480;922900
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;EE1D19;True;5;B;480;936900
LADA (ВАЗ);2107;2010;Нижний Новгород;True;84500;3;SEDAN;True;040001;False;4;B;379;125000
LADA (ВАЗ);2107;2005;Нижний Новгород;True;80000;3;SEDAN;False;0000CC;False;4;B;379;35000
LADA (ВАЗ);2107;2004;Богородск;True;123000;3;SEDAN;False;4A2197;False;4;B;379;33000
LADA (ВАЗ);2115;2006;Нижний Новгород;True;163500;3;SEDAN;True;CACECB;False;4;B;445;75000
LADA (ВАЗ);Priora;2011;Бор;True;105000;3;WAGON_5_DOORS;True;040001;False;5;B;444;220000
LADA (ВАЗ);Granta;2015;Вача;True;70000;1;LIFTBACK;True;22A0F8;False;5;B;440;295000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;520;508500
LADA (ВАЗ);2110;1997;Бор;True;250000;3;SEDAN;True;FAFBFB;False;4;B;450;40000
LADA (ВАЗ);2120 Надежда;2002;Вача;True;120000;3;COMPACTVAN;True;CACECB;False;4;M;300;120000
LADA (ВАЗ);2104;2006;Нижний Новгород;True;140000;2;WAGON_5_DOORS;True;EE1D19;False;5;B;345;75000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;520;534500
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;96772;3;HATCHBACK_5_DOORS;True;040001;False;5;B;235;185000
LADA (ВАЗ);2121 (4x4);2005;Нижний Новгород;True;83000;3;ALLROAD_3_DOORS;True;0000CC;False;3;J;265;169000
LADA (ВАЗ);2114;2005;Нижний Новгород;True;150000;3;HATCHBACK_5_DOORS;False;EE1D19;False;5;B;330;42000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;200204;True;5;B;480;894900
LADA (ВАЗ);2105;2006;Нижний Новгород;True;90000;3;SEDAN;False;007F00;False;4;C;385;35000
LADA (ВАЗ);Vesta;2020;Дзержинск;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;B;480;828900
LADA (ВАЗ);Priora;2010;Павлово;True;116000;3;WAGON_5_DOORS;True;97948F;False;5;B;444;178000
LADA (ВАЗ);2131 (4x4);2002;Арзамас;True;130000;3;ALLROAD_5_DOORS;True;007F00;False;5;J;420;145000
LADA (ВАЗ);Kalina;2010;Ворсма;True;101000;3;WAGON_5_DOORS;True;C49648;False;5;B;350;210000
LADA (ВАЗ);2107;2006;Кулебаки;True;80000;3;SEDAN;False;EE1D19;False;4;B;379;60000
LADA (ВАЗ);2115;2010;Ардатов;True;150000;3;SEDAN;True;FAFBFB;False;4;B;445;125000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;B;480;911900
LADA (ВАЗ);Priora;2008;Арзамас;True;200000;3;HATCHBACK_5_DOORS;True;040001;False;5;B;360;159999
LADA (ВАЗ);Largus;2020;Дзержинск;NaN;0;NaN;WAGON_5_DOORS;True;0000CC;True;5;C;135;695900
LADA (ВАЗ);Kalina;2007;Нижний Новгород;True;166000;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;235;150000
LADA (ВАЗ);2131 (4x4);2008;Выкса;True;99149;3;ALLROAD_5_DOORS;True;CACECB;False;5;J;420;280000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;200204;True;5;B;480;894900
LADA (ВАЗ);2114;2004;Богородск;True;555666;3;HATCHBACK_5_DOORS;True;007F00;False;5;B;330;55000
LADA (ВАЗ);2105;1990;Нижний Новгород;True;17805;2;SEDAN;True;FAFBFB;False;4;C;385;50000
LADA (ВАЗ);2110;2003;Ворсма;True;150000;3;SEDAN;True;007F00;False;4;B;450;60000
LADA (ВАЗ);Vesta;2020;Дзержинск;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;B;480;828900
LADA (ВАЗ);2121 (4x4);1990;Нижний Новгород;True;120000;3;ALLROAD_3_DOORS;True;FAFBFB;False;3;J;265;80000
LADA (ВАЗ);1111 Ока;2004;Дальнее Константиново;True;75000;3;HATCHBACK_3_DOORS;True;FAFBFB;False;3;A;210;30000
LADA (ВАЗ);2104;2006;Нижний Новгород;True;98000;2;WAGON_5_DOORS;True;0000CC;False;5;B;345;84000
LADA (ВАЗ);XRAY;2017;Нижний Новгород;True;58000;2;HATCHBACK_5_DOORS;True;200204;False;5;B;361;540000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;B;480;911900
LADA (ВАЗ);2114;2007;Бор;True;180000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;330;83000
LADA (ВАЗ);Kalina;2010;Ворсма;True;150000;3;WAGON_5_DOORS;True;040001;False;5;B;350;180000
LADA (ВАЗ);21099;2003;Бор;True;68600;3;SEDAN;False;0000CC;False;4;B;400;105000
LADA (ВАЗ);2114;2005;Нижний Новгород;True;95000;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;55000
LADA (ВАЗ);2114;2007;Дзержинск;True;149000;1;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;65000
LADA (ВАЗ);Largus;2020;Дзержинск;NaN;0;NaN;WAGON_5_DOORS;True;0000CC;True;5;C;135;695900
LADA (ВАЗ);2114;2012;Павлово;True;104000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;330;160000
LADA (ВАЗ);2112;2008;Нижний Новгород;True;173000;3;HATCHBACK_3_DOORS;False;CACECB;False;3;B;344;110000
LADA (ВАЗ);Priora;2012;Богородск;True;125000;2;SEDAN;True;97948F;False;4;B;430;255000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;VAN;True;FAFBFB;True;5;C;2540;669900
LADA (ВАЗ);1111 Ока;2005;Нижний Новгород;True;70000;3;HATCHBACK_3_DOORS;True;97948F;False;3;A;210;130000
LADA (ВАЗ);Priora;2007;Нижний Новгород;True;193868;3;SEDAN;True;CACECB;False;4;B;430;110000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;CACECB;True;5;C;135;757900
LADA (ВАЗ);Kalina;2011;Арзамас;True;92000;2;WAGON_5_DOORS;True;FAFBFB;False;5;B;350;180000
LADA (ВАЗ);2114;2004;Нижний Новгород;True;142000;3;HATCHBACK_5_DOORS;True;22A0F8;False;5;B;330;70000
LADA (ВАЗ);2131 (4x4);2002;Городец;True;43000;3;ALLROAD_5_DOORS;True;CACECB;False;5;J;420;140000
LADA (ВАЗ);Priora;2012;Нижний Новгород;True;119000;3;SEDAN;True;EE1D19;False;4;B;430;210000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;CACECB;True;5;B;435;611800
LADA (ВАЗ);2107;2004;Нижний Новгород;True;21000;2;SEDAN;True;FAFBFB;False;4;B;379;50000
